iter	Logloss
198	0.3831242735
199	0.3830032379
200	0.3827895772
201	0.3826083471
202	0.3824551331
203	0.3820902686
204	0.3818450401
205	0.3815183926
206	0.3812289234
207	0.3809544018
208	0.3807765671
209	0.3805913114
210	0.3803492538
211	0.3801382926
212	0.3798174571
213	0.3795882625
214	0.3794302933
215	0.3789932421
216	0.3788005555
217	0.3784317546
218	0.3781533045
219	0.3778513697
220	0.377287322
221	0.3770678299
222	0.3768926038
223	0.3765782684
224	0.3762965865
225	0.376126364
226	0.3757602647
227	0.3756281687
228	0.375427898
229	0.3751773856
230	0.3748877006
231	0.3746851674
232	0.374510109
233	0.3743381084
234	0.3740601882
235	0.3739454629
236	0.3737711663
237	0.3735819491
238	0.373399845
239	0.3731807994
240	0.3730654255
241	0.3727963
242	0.3725952577
243	0.3724328847
244	0.3720612667
245	0.3718864132
246	0.3716771384
247	0.3712800738
248	0.371129912
249	0.3709462924
250	0.3708264988
251	0.3705942263
252	0.3703587738
253	0.3701559834
254	0.3699544376
255	0.3697861826
256	0.3696174711
257	0.3693710167
258	0.3690803914
259	0.3687056139
260	0.3683369829
261	0.3681387348
262	0.367950231
263	0.3677149507
264	0.3675343088
265	0.3672813587
266	0.3670645052
267	0.3668116566
268	0.3666465928
269	0.3664394439
270	0.3662136486
271	0.3660427341
272	0.3658210987
273	0.3656158562
274	0.3654642664
275	0.365271486
276	0.3650855617
277	0.3648277843
278	0.3644615794
279	0.3641755539
280	0.3640627593
281	0.3636761822
282	0.3635244277
283	0.3633136021
284	0.3631036878
285	0.3629065625
286	0.3626957366
287	0.362483692
288	0.36229003
289	0.3621690878
290	0.3617159929
291	0.3615825563
292	0.3612131108
293	0.3610278178
294	0.3608843443
295	0.3606995934
296	0.3604721738
297	0.360068576
298	0.359846396
299	0.3596342906
300	0.3594291987
301	0.3592823809
302	0.3591468941
303	0.3589776901
304	0.3588326993
305	0.3585774462
306	0.3584037929
307	0.358131598
308	0.3579802302
309	0.3577916774
310	0.357602248
311	0.3573243167
312	0.3570841162
313	0.3569734062
314	0.3567327064
315	0.3565582572
316	0.3563663235
317	0.3562056665
318	0.3559790428
319	0.3558039934
320	0.3556510514
321	0.355421962
322	0.355233846
323	0.3550715102
324	0.3548249644
325	0.3546386048
326	0.3543265589
327	0.354141237
328	0.3539939304
329	0.35382836
330	0.353608687
331	0.3534206413
332	0.3532924552
333	0.3531282122
334	0.3529049995
335	0.3527373443
336	0.3523955668
337	0.3522210652
338	0.3520242698
339	0.3518700853
340	0.3517500473
341	0.3515295024
342	0.3512469945
343	0.3510618445
344	0.3508712819
345	0.3506972084
346	0.350399652
347	0.3501630113
348	0.3499912944
349	0.3497092491
350	0.3495045344
351	0.3493391326
352	0.349090688
353	0.3489110609
354	0.3486039139
355	0.348327425
356	0.3481929677
357	0.3479902888
358	0.347591123
359	0.3472817728
360	0.3471456483
361	0.3467720462
362	0.3464873608
363	0.3462609001
364	0.3460633858
365	0.3459182664
366	0.3457025589
367	0.3454981819
368	0.3452734264
369	0.3451461653
370	0.3449819485
371	0.3448564115
372	0.3446918356
373	0.344396019
374	0.3440202806
375	0.3437453052
376	0.3435893933
377	0.3434111268
378	0.3432690905
379	0.3431105043
380	0.3429505311
381	0.3427970468
382	0.3426317797
383	0.3425209679
384	0.3423371449
385	0.3421843667
386	0.342015166
387	0.341863398
388	0.3416191709
389	0.3414728481
390	0.34128838
391	0.3410384121
392	0.3407956316
393	0.340661794
394	0.340522099
395	0.3402227613
396	0.3400004277
397	0.33986952
398	0.3397450635
399	0.3396355885
400	0.3394330386
401	0.3390206494
402	0.3387828001
403	0.3386298407
404	0.3384100666
405	0.3382516509
406	0.3381052734
407	0.3378925956
408	0.3377651055
409	0.3375699178
410	0.3371970031
411	0.3370255889
412	0.3367924777
413	0.3366127942
414	0.3364969972
415	0.3362602778
416	0.3361323247
417	0.3360232602
418	0.3358879227
419	0.3356844331
420	0.335287815
421	0.3349323236
422	0.3346123524
423	0.3344842707
424	0.3343745895
425	0.3342042055
426	0.3339208021
427	0.333754315
428	0.3334882028
429	0.3332457374
430	0.333142583
431	0.3329281493
432	0.3328036394
433	0.3325496935
434	0.3322848752
435	0.3320594948
436	0.3319470641
437	0.3318492821
438	0.3315515213
439	0.3313050291
440	0.331045279
441	0.3308151994
442	0.3306367486
443	0.3303788402
444	0.3301797625
445	0.3300194225
446	0.3299309695
447	0.3297124359
448	0.3294910508
449	0.3292927026
450	0.3291416232
451	0.3289084398
452	0.328566167
453	0.3283979625
454	0.3279837571
455	0.3278715575
456	0.3277658591
457	0.3275848879
458	0.3274075999
459	0.327186224
460	0.3270722776
461	0.3268959476
462	0.3266767911
463	0.326482956
464	0.3263557999
465	0.3261967239
466	0.3261012538
467	0.326005347
468	0.3258688105
469	0.3257563283
470	0.3255032184
471	0.3252649143
472	0.3251808284
473	0.3248644526
474	0.3246736796
475	0.3244976548
476	0.3244160884
477	0.3243327257
478	0.324121131
479	0.323903723
480	0.3236770604
481	0.3233990872
482	0.3233240483
483	0.3232258287
484	0.32309026
485	0.3229498966
486	0.3227835382
487	0.3226242108
488	0.3223132733
489	0.3222389288
490	0.3219816343
491	0.3218102398
492	0.3216442769
493	0.321443418
494	0.321280565
495	0.3210890093
496	0.320901213
497	0.3206798207
498	0.3205186284
499	0.3203555487
500	0.3202217758
501	0.3199913295
502	0.3198904855
503	0.3197711692
504	0.3196316491
505	0.3194499099
506	0.3193518728
507	0.3191707624
508	0.3189895898
509	0.318897026
510	0.3187091191
511	0.3185883894
512	0.3184602842
513	0.3183892037
514	0.3182890061
515	0.3181011884
516	0.3178783075
517	0.3177073691
518	0.3176379589
519	0.3175570353
520	0.3173030407
521	0.3171737804
522	0.3167848329
523	0.3166407261
524	0.3164304776
525	0.3162960047
526	0.3162155688
527	0.3159883616
528	0.3158351661
529	0.3156693276
530	0.3155377224
531	0.3154485233
532	0.3153183887
533	0.315198789
534	0.315099928
535	0.3150154064
536	0.3149293429
537	0.3147422975
538	0.3145463668
539	0.3144789615
540	0.3143144243
541	0.314142648
542	0.313995049
543	0.3138344743
544	0.3136002091
545	0.3134637276
546	0.3132782274
547	0.3131061372
548	0.3129968173
549	0.3129268415
550	0.3128391355
551	0.3126664018
552	0.3125987902
553	0.3125353935
554	0.3124158102
555	0.3121947172
556	0.3120799496
557	0.3119464738
558	0.3117722774
559	0.3115858922
560	0.3114351407
561	0.311354345
562	0.3112181682
563	0.3110235304
564	0.3109319679
565	0.3108293297
566	0.3107461718
567	0.3105442001
568	0.3103791159
569	0.3103150768
570	0.3101785523
571	0.3100973975
572	0.3100333834
573	0.3099271219
574	0.3098382062
575	0.3096753238
576	0.3094756116
577	0.3093390515
578	0.3089929019
579	0.3086785056
580	0.3085501986
581	0.3083858174
582	0.3082108762
583	0.3080993351
584	0.3079447455
585	0.307717886
586	0.3076525864
587	0.3075742324
588	0.3074846228
589	0.3073380398
590	0.307271688
591	0.3071499047
592	0.3070236693
593	0.3069470646
594	0.3068088897
595	0.3066759007
596	0.3066114491
597	0.3065485656
598	0.3064042808
599	0.3062074398
600	0.3061475114
601	0.3060880206
602	0.3059421907
603	0.3056831606
604	0.3055590602
605	0.3055006227
606	0.3053328416
607	0.3052553362
608	0.3051743618
609	0.3050060238
610	0.3048602803
611	0.3046035932
612	0.3044025866
613	0.3042718253
614	0.3041737358
615	0.3040171035
616	0.3039146695
617	0.3037824728
618	0.3037070745
619	0.3036091643
620	0.3035304268
621	0.3034425137
622	0.3032153528
623	0.3030541577
624	0.3029335707
625	0.302871972
626	0.3027620359
627	0.3026358564
628	0.3025629507
629	0.3023664647
630	0.3023050215
631	0.3021711108
632	0.3020259423
633	0.3018940516
634	0.3018339176
635	0.3016620889
636	0.3015837098
637	0.3014327901
638	0.3013731706
639	0.3013197703
640	0.3012027834
641	0.3009903735
642	0.3008354285
643	0.3006880396
644	0.3005542546
645	0.3004633865
646	0.3003478255
647	0.3001936457
648	0.3001009017
649	0.2999605122
650	0.2998853708
651	0.2997920352
652	0.2997334449
653	0.2996449679
654	0.2994256582
655	0.2993675543
656	0.2991341874
657	0.2990149973
658	0.2986371801
659	0.298518531
660	0.2984182316
661	0.2983619283
662	0.2981913963
663	0.2980364356
664	0.2979642236
665	0.2978864605
666	0.297739125
667	0.2976207598
668	0.2975638385
669	0.2974471685
670	0.297392071
671	0.2972384575
672	0.297160566
673	0.2970129313
674	0.2968864231
675	0.2968187093
676	0.2967675953
677	0.2967023214
678	0.296565041
679	0.2963999916
680	0.2963155732
681	0.2962362941
682	0.2960978344
683	0.2960399373
684	0.2959849438
685	0.2959335986
686	0.2958473571
687	0.2956502701
688	0.2954104965
689	0.2952871395
690	0.295180074
691	0.2950500947
692	0.2949611783
693	0.2948421213
694	0.2946786069
695	0.2946084764
696	0.2945393737
697	0.294398132
698	0.2943427005
699	0.2942752943
700	0.2941679977
701	0.2940413827
702	0.2939009991
703	0.2935993184
704	0.2935225325
705	0.2934651223
706	0.2932742987
707	0.2931888025
708	0.2931247896
709	0.2930627277
710	0.2929418051
711	0.2928318902
712	0.2926949444
713	0.2925581132
714	0.2925042234
715	0.2922690184
716	0.2922073682
717	0.2921497287
718	0.2920745887
719	0.2918980428
720	0.2917223538
721	0.2916653033
722	0.2915097271
723	0.2913298395
724	0.2912311338
725	0.2911774245
726	0.2910634527
727	0.2909404884
728	0.2908895551
729	0.2907790447
730	0.2907246673
731	0.290597359
732	0.290487241
733	0.290358257
734	0.2902894903
735	0.2900744069
736	0.2900203115
737	0.2899537533
738	0.2898995043
739	0.2897597462
740	0.2896938813
741	0.2896086919
742	0.289555625
743	0.289420729
744	0.2893672008
745	0.2892885647
746	0.2891342111
747	0.2889571744
748	0.2889045186
749	0.2888191878
750	0.288660094
751	0.2885926635
752	0.288456065
753	0.2883539931
754	0.2882448367
755	0.2881142812
756	0.2879777805
757	0.2879133835
758	0.2878642237
759	0.2877469119
760	0.2876945151
761	0.2875117719
762	0.2873121062
763	0.2872487857
764	0.2870684402
765	0.2869162674
766	0.2868029115
767	0.2866603748
768	0.286531522
769	0.2864528345
770	0.2863997676
771	0.2863309224
772	0.2862431892
773	0.2862054169
774	0.2860646966
775	0.2860122734
776	0.2857851167
777	0.2857164514
778	0.2856449088
779	0.2854880017
780	0.2853878895
781	0.285305424
782	0.2852559032
783	0.2851147697
784	0.2850125389
785	0.284964098
786	0.2848354596
787	0.2845505964
788	0.284349282
789	0.2842601605
790	0.284197045
791	0.2841513014
792	0.284112475
793	0.2840417027
794	0.2839658675
795	0.2838395335
796	0.2838016572
797	0.2837528809
798	0.2837045685
799	0.2836543024
800	0.2836165296
801	0.2834814312
802	0.2833822218
803	0.2832794845
804	0.2831614486
805	0.283039435
806	0.2829191737
807	0.2827223703
808	0.2826093235
809	0.2825630154
810	0.2825110534
811	0.2823940283
812	0.2822892557
813	0.28224544
814	0.2821978998
815	0.2821479422
816	0.2820870372
817	0.2820290616
818	0.281970213
819	0.2818688094
820	0.2817543273
821	0.281637495
822	0.2815076374
823	0.2814137126
824	0.2813642959
825	0.2812751582
826	0.2812375137
827	0.2812012319
828	0.2810167331
829	0.2809032459
830	0.2808191872
831	0.2805575021
832	0.2804878597
833	0.2802743321
834	0.2801837459
835	0.2800838068
836	0.2800261395
837	0.27993825
838	0.2797868711
839	0.2797244256
840	0.2795430347
841	0.2794959036
842	0.2794598524
843	0.2793419976
844	0.2792793452
845	0.2792059525
846	0.279148645
847	0.2790446297
848	0.278996368
849	0.2789029321
850	0.2787864663
851	0.2787506456
852	0.2787039777
853	0.278655716
854	0.2785250658
855	0.2784634413
856	0.2784148218
857	0.278352582
858	0.2783179691
859	0.2782664446
860	0.278207905
861	0.278161751
862	0.2781145463
863	0.2780287145
864	0.2778455301
865	0.2778062121
866	0.2777245269
867	0.2776061907
868	0.2775616299
869	0.2774652661
870	0.2773714543
871	0.2772655983
872	0.2771672045
873	0.2770368528
874	0.276969857
875	0.2768886331
876	0.2767227121
877	0.2766883047
878	0.2766296124
879	0.276561797
880	0.2763771414
881	0.2763469468
882	0.2762547173
883	0.2760978102
884	0.276057747
885	0.2760042439
886	0.275934525
887	0.2758167074
888	0.2757826591
889	0.2757481476
890	0.2756294259
891	0.2755716316
892	0.2755293321
893	0.275444426
894	0.2753398082
895	0.2752956855
896	0.2751820003
897	0.2751258498
898	0.275092239
899	0.275033339
900	0.2749268987
901	0.2748482383
902	0.2747941962
903	0.274571094
904	0.2744274736
905	0.2743434176
906	0.2742918416
907	0.2741881864
908	0.2741548826
909	0.2740514224
910	0.2740055261
911	0.2739056744
912	0.2738729866
913	0.2738338997
914	0.2737410556
915	0.273711939
916	0.2736250813
917	0.2735940659
918	0.273404037
919	0.2733474245
920	0.2733014762
921	0.2732691244
922	0.2731666306
923	0.2731386466
924	0.2731078881
925	0.273062762
926	0.2729857711
927	0.272861775
928	0.2727925267
929	0.272759634
930	0.2727315222
931	0.2726615403
932	0.2725237742
933	0.2724787001
934	0.2724465263
935	0.2723584561
936	0.2723017931
937	0.2722722423
938	0.2720836718
939	0.2720380325
940	0.271916322
941	0.2718403846
942	0.2717996533
943	0.2717664265
944	0.2716423534
945	0.2715785724
946	0.2715226031
947	0.2714926386
948	0.2713790729
949	0.2713488783
950	0.2712658481
951	0.2712212108
952	0.2711771396
953	0.2710885577
954	0.2709978179
955	0.2709395609
956	0.2707638934
957	0.2707320294
958	0.270688447
959	0.2706191399
960	0.2705762001
961	0.2705196133
962	0.2704603627
963	0.270428832
964	0.2702729561
965	0.270082537
966	0.2700526244
967	0.2699334401
968	0.2697439278
969	0.2696745707
970	0.2696454568
971	0.2695439314
972	0.2694499531
973	0.2693882002
974	0.2692529225
975	0.2692088256
976	0.2691798131
977	0.2691218895
978	0.2690772272
979	0.2690454132
980	0.2690132413
981	0.268972819
982	0.2688887609
983	0.2688474649
984	0.268816653
985	0.2687752028
986	0.2687455985
987	0.2686891154
988	0.2685922896
989	0.2685059357
990	0.2683732743
991	0.2682867744
992	0.2681611383
993	0.2681303791
994	0.2679923242
995	0.2679516706
996	0.2677911896
997	0.2677602241
998	0.2677040736
999	0.2676718741
